forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-24,MA,"",,Jay Gonzalez,D,false,classic,0.0025,35.35,29.49,41.2
2018-10-24,MD,"",,Larry Hogan,R,true,classic,0.9912,57.33,52.8,61.87
2018-10-24,MD,"",,Ben Jealous,D,false,classic,0.0088,39.79,35.2,44.32
2018-10-24,MD,"",,Others,,false,classic,0.0,2.88,0.9,5.32
2018-10-24,ME,"",,Janet Mills,D,false,classic,0.9,54.04,48.7,59.35
2018-10-24,ME,"",,Shawn Moody,R,false,classic,0.1,43.62,38.25,48.95
2018-10-24,ME,"",,Others,,false,classic,0.0,2.34,0.68,4.47
2018-10-24,MI,"",,Gretchen Whitmer,D,false,classic,0.9638,54.56,50.02,59.12
2018-10-24,MI,"",,Bill Schuette,R,false,classic,0.0362,42.22,37.66,46.7
2018-10-24,MI,"",,Others,,false,classic,0.0,3.22,1.07,5.86
2018-10-24,MN,"",,Tim Walz,D,false,classic,0.894,53.43,48.54,58.22
2018-10-24,MN,"",,Jeff Johnson,R,false,classic,0.106,44.22,39.39,49.07
2018-10-24,MN,"",,Others,,false,classic,0.0,2.35,0.68,4.45
2018-10-24,NE,"",,Pete Ricketts,R,true,classic,0.9911,61.3,55.76,66.86
2018-10-24,NE,"",,Bob Krist,D,false,classic,0.0089,38.7,33.14,44.24
2018-10-24,NH,"",,Chris Sununu,R,true,classic,0.9671,56.2,51.29,61.03
2018-10-24,NH,"",,Molly Kelly,D,false,classic,0.0329,41.83,36.95,46.74
2018-10-24,NH,"",,Jilletta Jarvis,L,false,classic,0.0,1.97,0.53,3.81
2018-10-24,NM,"",,Michelle Lujan Grisham,D,false,classic,0.8663,53.68,49.37,58.05
2018-10-24,NM,"",,Steve Pearce,R,false,classic,0.1337,46.32,41.95,50.63
2018-10-24,NV,"",,Adam Laxalt,R,false,classic,0.5843,49.42,45.08,53.63
2018-10-24,NV,"",,Steve Sisolak,D,false,classic,0.4157,48.03,43.73,52.3
2018-10-24,NV,"",,Others,,false,classic,0.0,2.56,0.78,4.76
2018-10-24,NY,"",,Andrew Cuomo,D,true,classic,0.9977,59.06,54.3,63.86
2018-10-24,NY,"",,Marc Molinaro,R,false,classic,0.0023,37.17,32.33,41.91
2018-10-24,NY,"",,Others,,false,classic,0.0,3.77,1.34,6.73
2018-10-24,OH,"",,Mike DeWine,R,false,classic,0.5787,49.6,45.26,53.97
2018-10-24,OH,"",,Richard Cordray,D,false,classic,0.4213,48.33,43.95,52.65
2018-10-24,OH,"",,Others,,false,classic,0.0,2.07,0.57,3.97
2018-10-24,OK,"",,Kevin Stitt,R,false,classic,0.8544,53.07,48.29,57.71
2018-10-24,OK,"",,Drew Edmondson,D,false,classic,0.1455,45.41,40.75,50.16
2018-10-24,OK,"",,Chris Powell,L,false,classic,0.0,1.53,0.37,3.03
2018-10-24,OR,"",,Kate Brown,D,true,classic,0.8513,50.67,45.28,55.98
2018-10-24,OR,"",,Knute Buehler,R,false,classic,0.1487,42.74,37.35,48.03
2018-10-24,OR,"",,Others,,false,classic,0.0,6.6,2.99,10.82
2018-10-24,PA,"",,Tom Wolf,D,true,classic,0.9884,56.83,52.55,61.07
2018-10-24,PA,"",,Scott Wagner,R,false,classic,0.0116,41.12,36.88,45.34
2018-10-24,PA,"",,Others,,false,classic,0.0,2.06,0.56,3.95
2018-10-24,RI,"",,Gina Raimondo,D,true,classic,0.9732,55.96,49.25,62.53
2018-10-24,RI,"",,Allan Fung,R,false,classic,0.0268,36.41,29.79,43.04
2018-10-24,RI,"",,Others,,false,classic,0.0,7.62,3.61,12.2
2018-10-24,SC,"",,Henry McMaster,R,true,classic,0.9819,57.97,53.35,62.62
2018-10-24,SC,"",,James Smith,D,false,classic,0.0181,42.03,37.38,46.65
2018-10-24,SD,"",,Kristi Noem,R,false,classic,0.8089,52.66,47.21,58.12
2018-10-24,SD,"",,Billie Sutton,D,false,classic,0.1911,45.48,40.0,50.91
2018-10-24,SD,"",,Kurt Evans,L,false,classic,0.0,1.86,0.49,3.63
2018-10-24,TN,"",,Bill Lee,R,false,classic,0.9721,53.92,48.81,58.96
2018-10-24,TN,"",,Karl Dean,D,false,classic,0.0279,39.64,34.54,44.66
2018-10-24,TN,"",,Others,,false,classic,0.0,6.44,2.88,10.58
2018-10-24,TX,"",,Greg Abbott,R,true,classic,0.9961,58.26,54.1,62.46
2018-10-24,TX,"",,Lupe Valdez,D,false,classic,0.0039,39.85,35.64,44.03
2018-10-24,TX,"",,Mark Tippetts,L,false,classic,0.0,1.89,0.5,3.64
2018-10-24,VT,"",,Phil Scott,R,true,classic,0.9421,51.58,45.85,57.24
2018-10-24,VT,"",,Christine Hallquist,D,false,classic,0.0579,38.77,33.05,44.51
2018-10-24,VT,"",,Others,,false,classic,0.0,9.65,5.06,14.77
2018-10-24,WI,"",,Tony Evers,D,false,classic,0.5877,49.14,44.08,54.04
2018-10-24,WI,"",,Scott Walker,R,true,classic,0.4123,47.48,42.55,52.52
2018-10-24,WI,"",,Others,,false,classic,0.0,3.38,1.15,6.12
2018-10-24,WY,"",,Mark Gordon,R,false,classic,0.9934,60.12,54.05,66.17
2018-10-24,WY,"",,Mary Throne,D,false,classic,0.0066,35.32,29.19,41.39
2018-10-24,WY,"",,Others,,false,classic,0.0,4.55,1.75,7.88
2018-10-25,AK,"",,Mike Dunleavy,R,false,classic,0.6641,50.55,45.01,56.06
2018-10-25,AK,"",,Mark Begich,D,false,classic,0.3359,47.06,41.51,52.6
2018-10-25,AK,"",,Others,,false,classic,0.0,2.39,0.7,4.51
2018-10-25,AL,"",,Kay Ivey,R,true,classic,0.9882,58.57,53.97,63.11
2018-10-25,AL,"",,Walt Maddox,D,false,classic,0.0118,41.43,36.89,46.03
2018-10-25,AR,"",,Asa Hutchinson,R,true,classic,0.9977,62.59,57.05,68.09
2018-10-25,AR,"",,Jared Henderson,D,false,classic,0.0023,34.65,29.15,40.12
2018-10-25,AR,"",,Mark West,L,false,classic,0.0,2.77,0.86,5.14
2018-10-25,AZ,"",,Doug Ducey,R,true,classic,0.9506,54.73,50.21,59.3
2018-10-25,AZ,"",,David Garcia,D,false,classic,0.0494,43.17,38.61,47.66
2018-10-25,AZ,"",,Angel Torres,G,false,classic,0.0,2.1,0.59,4.02
2018-10-25,CA,"",,Gavin Newsom,D,false,classic,0.9841,58.85,53.87,63.81
2018-10-25,CA,"",,John Cox,R,false,classic,0.0159,41.15,36.19,46.13
2018-10-25,CO,"",,Jared Polis,D,false,classic,0.9558,55.02,50.58,59.53
2018-10-25,CO,"",,Walker Stapleton,R,false,classic,0.0442,43.2,38.7,47.61
2018-10-25,CO,"",,Others,,false,classic,0.0,1.77,0.46,3.46
2018-10-25,CT,"",,Ned Lamont,D,false,classic,0.8167,51.75,47.09,56.45
2018-10-25,CT,"",,Bob Stefanowski,R,false,classic,0.1833,45.58,40.89,50.18
2018-10-25,CT,"",,Others,,false,classic,0.0,2.67,0.82,4.97
2018-10-25,FL,"",,Andrew Gillum,D,false,classic,0.7991,51.34,47.11,55.53
2018-10-25,FL,"",,Ron DeSantis,R,false,classic,0.2009,46.19,41.96,50.37
2018-10-25,FL,"",,Others,,false,classic,0.0,2.47,0.73,4.66
2018-10-25,GA,"",,Brian Kemp,R,false,classic,0.5779,49.82,45.96,53.63
2018-10-25,GA,"",,Stacey Abrams,D,false,classic,0.4221,48.99,45.17,52.84
2018-10-25,GA,"",,Ted Metz,L,false,classic,0.0,1.19,0.26,2.41
2018-10-25,HI,"",,David Ige,D,true,classic,0.9983,63.06,57.02,69.09
2018-10-25,HI,"",,Andria Tupola,R,false,classic,0.0017,33.35,27.31,39.33
2018-10-25,HI,"",,Others,,false,classic,0.0,3.59,1.27,6.43
2018-10-25,IA,"",,Fred Hubbell,D,false,classic,0.8378,52.34,47.02,57.58
2018-10-25,IA,"",,Kim Reynolds,R,true,classic,0.1622,44.53,39.25,49.83
2018-10-25,IA,"",,Others,,false,classic,0.0,3.13,1.03,5.71
2018-10-25,ID,"",,Brad Little,R,false,classic,0.9523,53.91,47.86,59.85
2018-10-25,ID,"",,Paulette Jordan,D,false,classic,0.0477,39.2,33.18,45.17
2018-10-25,ID,"",,Others,,false,classic,0.0,6.89,3.13,11.23
2018-10-25,IL,"",,JB Pritzker,D,false,classic,0.9123,54.02,47.6,60.35
2018-10-25,IL,"",,Bruce Rauner,R,true,classic,0.0877,41.02,34.65,47.38
2018-10-25,IL,"",,Others,,false,classic,0.0,4.96,1.99,8.48
2018-10-25,KS,"",,Kris Kobach,R,false,classic,0.6725,45.14,39.42,50.7
2018-10-25,KS,"",,Laura Kelly,D,false,classic,0.327,41.83,36.1,47.44
2018-10-25,KS,"",,Greg Orman,I,false,classic,0.0005,11.22,6.26,16.72
2018-10-25,KS,"",,Others,,false,classic,0.0,1.81,0.47,3.54
2018-10-25,MA,"",,Charlie Baker,R,true,classic,0.9977,64.65,58.78,70.55
2018-10-25,MA,"",,Jay Gonzalez,D,false,classic,0.0023,35.35,29.45,41.22
2018-10-25,MD,"",,Larry Hogan,R,true,classic,0.9925,57.35,52.83,61.87
2018-10-25,MD,"",,Ben Jealous,D,false,classic,0.0075,39.78,35.24,44.27
2018-10-25,MD,"",,Others,,false,classic,0.0,2.87,0.91,5.32
2018-10-25,ME,"",,Janet Mills,D,false,classic,0.9013,54.03,48.74,59.37
2018-10-25,ME,"",,Shawn Moody,R,false,classic,0.0987,43.64,38.32,48.91
2018-10-25,ME,"",,Others,,false,classic,0.0,2.33,0.67,4.41
2018-10-25,MI,"",,Gretchen Whitmer,D,false,classic,0.946,53.88,49.33,58.43
2018-10-25,MI,"",,Bill Schuette,R,false,classic,0.054,42.9,38.29,47.38
2018-10-25,MI,"",,Others,,false,classic,0.0,3.22,1.08,5.89
2018-10-25,MN,"",,Tim Walz,D,false,classic,0.8971,53.47,48.65,58.29
2018-10-25,MN,"",,Jeff Johnson,R,false,classic,0.1029,44.19,39.36,49.03
2018-10-25,MN,"",,Others,,false,classic,0.0,2.34,0.68,4.41
2018-10-25,NE,"",,Pete Ricketts,R,true,classic,0.9926,61.32,55.84,66.87
2018-10-25,NE,"",,Bob Krist,D,false,classic,0.0074,38.68,33.13,44.16
2018-10-25,NH,"",,Chris Sununu,R,true,classic,0.9698,56.21,51.38,61.06
2018-10-25,NH,"",,Molly Kelly,D,false,classic,0.0302,41.82,36.94,46.68
2018-10-25,NH,"",,Jilletta Jarvis,L,false,classic,0.0,1.96,0.53,3.77
2018-10-25,NM,"",,Michelle Lujan Grisham,D,false,classic,0.863,53.66,49.35,57.96
2018-10-25,NM,"",,Steve Pearce,R,false,classic,0.137,46.34,42.04,50.65
2018-10-25,NV,"",,Adam Laxalt,R,false,classic,0.5953,49.46,45.26,53.68
2018-10-25,NV,"",,Steve Sisolak,D,false,classic,0.4047,48.0,43.72,52.21
2018-10-25,NV,"",,Others,,false,classic,0.0,2.54,0.77,4.77
2018-10-25,NY,"",,Andrew Cuomo,D,true,classic,0.9974,59.04,54.23,63.81
2018-10-25,NY,"",,Marc Molinaro,R,false,classic,0.0026,37.22,32.4,41.98
2018-10-25,NY,"",,Others,,false,classic,0.0,3.74,1.32,6.67
2018-10-25,OH,"",,Mike DeWine,R,false,classic,0.5813,49.61,45.29,53.92
2018-10-25,OH,"",,Richard Cordray,D,false,classic,0.4187,48.33,44.01,52.67
2018-10-25,OH,"",,Others,,false,classic,0.0,2.05,0.57,3.95
2018-10-25,OK,"",,Kevin Stitt,R,false,classic,0.8589,53.08,48.42,57.73
2018-10-25,OK,"",,Drew Edmondson,D,false,classic,0.1411,45.4,40.75,50.07
2018-10-25,OK,"",,Chris Powell,L,false,classic,0.0,1.52,0.38,3.0
2018-10-25,OR,"",,Kate Brown,D,true,classic,0.8495,50.67,45.26,56.01
2018-10-25,OR,"",,Knute Buehler,R,false,classic,0.1505,42.77,37.32,48.11
2018-10-25,OR,"",,Others,,false,classic,0.0,6.56,2.97,10.78
2018-10-25,PA,"",,Tom Wolf,D,true,classic,0.9893,56.82,52.63,61.04
2018-10-25,PA,"",,Scott Wagner,R,false,classic,0.0107,41.14,36.89,45.33
2018-10-25,PA,"",,Others,,false,classic,0.0,2.04,0.56,3.93
2018-10-25,RI,"",,Gina Raimondo,D,true,classic,0.9732,55.98,49.31,62.56
2018-10-25,RI,"",,Allan Fung,R,false,classic,0.0268,36.44,29.76,43.09
2018-10-25,RI,"",,Others,,false,classic,0.0,7.58,3.59,12.12
2018-10-25,SC,"",,Henry McMaster,R,true,classic,0.9831,57.99,53.38,62.59
2018-10-25,SC,"",,James Smith,D,false,classic,0.0169,42.01,37.41,46.62
2018-10-25,SD,"",,Kristi Noem,R,false,classic,0.799,52.59,47.04,58.1
2018-10-25,SD,"",,Billie Sutton,D,false,classic,0.201,45.56,40.05,51.09
2018-10-25,SD,"",,Kurt Evans,L,false,classic,0.0,1.85,0.48,3.6
2018-10-25,TN,"",,Bill Lee,R,false,classic,0.9709,53.98,48.81,58.99
2018-10-25,TN,"",,Karl Dean,D,false,classic,0.0291,39.63,34.5,44.73
2018-10-25,TN,"",,Others,,false,classic,0.0,6.39,2.86,10.5
2018-10-25,TX,"",,Greg Abbott,R,true,classic,0.9955,58.3,54.06,62.41
2018-10-25,TX,"",,Lupe Valdez,D,false,classic,0.0044,39.83,35.69,44.05
2018-10-25,TX,"",,Mark Tippetts,L,false,classic,0.0,1.87,0.49,3.64
2018-10-25,VT,"",,Phil Scott,R,true,classic,0.9471,51.63,45.91,57.35
2018-10-25,VT,"",,Christine Hallquist,D,false,classic,0.0529,38.77,32.99,44.37
2018-10-25,VT,"",,Others,,false,classic,0.0,9.6,5.05,14.7
2018-10-25,WI,"",,Tony Evers,D,false,classic,0.5893,49.13,44.09,54.16
2018-10-25,WI,"",,Scott Walker,R,true,classic,0.4107,47.5,42.41,52.54
2018-10-25,WI,"",,Others,,false,classic,0.0,3.37,1.14,6.11
2018-10-25,WY,"",,Mark Gordon,R,false,classic,0.9936,60.14,54.06,66.2
2018-10-25,WY,"",,Mary Throne,D,false,classic,0.0064,35.3,29.25,41.33
2018-10-25,WY,"",,Others,,false,classic,0.0,4.55,1.77,7.87
2018-10-11,AK,"",,Mike Dunleavy,R,false,deluxe,0.7383,39.35,32.19,46.44
2018-10-11,AK,"",,Mark Begich,D,false,deluxe,0.2229,31.48,22.87,40.11
2018-10-11,AK,"",,Bill Walker,U,true,deluxe,0.0388,25.74,19.22,32.54
2018-10-11,AK,"",,Others,,false,deluxe,0.0,3.42,1.12,6.26
2018-10-11,AL,"",,Kay Ivey,R,true,deluxe,0.9911,59.33,54.69,63.94
2018-10-11,AL,"",,Walt Maddox,D,false,deluxe,0.0089,40.67,36.06,45.31
2018-10-11,AR,"",,Asa Hutchinson,R,true,deluxe,0.9992,63.9,58.72,69.16
2018-10-11,AR,"",,Jared Henderson,D,false,deluxe,0.0008,33.64,28.37,38.82
2018-10-11,AR,"",,Mark West,L,false,deluxe,0.0,2.46,0.7,4.67
2018-10-11,AZ,"",,Doug Ducey,R,true,deluxe,0.9489,54.6,50.13,59.05
2018-10-11,AZ,"",,David Garcia,D,false,deluxe,0.0511,43.31,38.82,47.75
2018-10-11,AZ,"",,Angel Torres,G,false,deluxe,0.0,2.09,0.56,4.07
2018-10-11,CA,"",,Gavin Newsom,D,false,deluxe,0.9887,59.68,54.63,64.82
2018-10-11,CA,"",,John Cox,R,false,deluxe,0.0113,40.32,35.18,45.37
2018-10-11,CO,"",,Jared Polis,D,false,deluxe,0.8906,53.29,48.24,58.24
2018-10-11,CO,"",,Walker Stapleton,R,false,deluxe,0.1094,44.02,39.03,48.99
2018-10-11,CO,"",,Others,,false,deluxe,0.0,2.68,0.8,5.05
2018-10-11,CT,"",,Ned Lamont,D,false,deluxe,0.8304,52.05,47.41,56.63
2018-10-11,CT,"",,Bob Stefanowski,R,false,deluxe,0.1696,45.47,40.86,50.08
2018-10-11,CT,"",,Others,,false,deluxe,0.0,2.48,0.7,4.71
2018-10-11,FL,"",,Andrew Gillum,D,false,deluxe,0.6852,50.21,46.03,54.34
2018-10-11,FL,"",,Ron DeSantis,R,false,deluxe,0.3148,47.21,43.04,51.37
2018-10-11,FL,"",,Others,,false,deluxe,0.0,2.58,0.75,4.89
2018-10-11,GA,"",,Brian Kemp,R,false,deluxe,0.5707,49.73,45.89,53.55
2018-10-11,GA,"",,Stacey Abrams,D,false,deluxe,0.4293,49.01,45.17,52.85
2018-10-11,GA,"",,Ted Metz,L,false,deluxe,0.0,1.26,0.27,2.56
2018-10-11,HI,"",,David Ige,D,true,deluxe,0.999,64.48,58.68,70.23
2018-10-11,HI,"",,Andria Tupola,R,false,deluxe,0.001,33.0,27.21,38.74
2018-10-11,HI,"",,Others,,false,deluxe,0.0,2.52,0.73,4.76
2018-10-11,IA,"",,Fred Hubbell,D,false,deluxe,0.7519,51.11,45.78,56.47
2018-10-11,IA,"",,Kim Reynolds,R,true,deluxe,0.2481,45.74,40.36,51.07
2018-10-11,IA,"",,Others,,false,deluxe,0.0,3.15,1.01,5.83
2018-10-11,ID,"",,Brad Little,R,false,deluxe,0.9701,55.45,49.32,61.43
2018-10-11,ID,"",,Paulette Jordan,D,false,deluxe,0.0299,38.02,31.97,44.08
2018-10-11,ID,"",,Others,,false,deluxe,0.0,6.53,2.83,10.83
2018-10-11,IL,"",,JB Pritzker,D,false,deluxe,0.9082,53.46,47.35,59.5
2018-10-11,IL,"",,Bruce Rauner,R,true,deluxe,0.0918,41.47,35.35,47.51
2018-10-11,IL,"",,Others,,false,deluxe,0.0,5.07,1.98,8.73
2018-10-11,KS,"",,Kris Kobach,R,false,deluxe,0.6483,45.5,39.97,50.94
2018-10-11,KS,"",,Laura Kelly,D,false,deluxe,0.3512,42.74,37.14,48.16
2018-10-11,KS,"",,Greg Orman,I,false,deluxe,0.0005,9.89,5.15,15.25
2018-10-11,KS,"",,Others,,false,deluxe,0.0,1.86,0.47,3.64
2018-10-11,MA,"",,Charlie Baker,R,true,deluxe,0.9979,64.7,59.04,70.37
2018-10-11,MA,"",,Jay Gonzalez,D,false,deluxe,0.0021,35.3,29.63,40.96
2018-10-11,MD,"",,Larry Hogan,R,true,deluxe,0.9844,56.34,51.68,60.95
2018-10-11,MD,"",,Ben Jealous,D,false,deluxe,0.0156,40.67,35.99,45.26
2018-10-11,MD,"",,Others,,false,deluxe,0.0,2.99,0.93,5.55
2018-10-11,ME,"",,Janet Mills,D,false,deluxe,0.7881,52.26,45.96,58.53
2018-10-11,ME,"",,Shawn Moody,R,false,deluxe,0.2119,44.77,38.47,51.04
2018-10-11,ME,"",,Others,,false,deluxe,0.0,2.97,0.92,5.54
2018-10-11,MI,"",,Gretchen Whitmer,D,false,deluxe,0.935,53.65,49.08,58.17
2018-10-11,MI,"",,Bill Schuette,R,false,deluxe,0.065,43.25,38.68,47.77
2018-10-11,MI,"",,Others,,false,deluxe,0.0,3.11,0.98,5.76
2018-10-11,MN,"",,Tim Walz,D,false,deluxe,0.9415,54.4,49.69,59.13
2018-10-11,MN,"",,Jeff Johnson,R,false,deluxe,0.0585,43.09,38.3,47.77
2018-10-11,MN,"",,Others,,false,deluxe,0.0,2.51,0.73,4.74
2018-10-11,NE,"",,Pete Ricketts,R,true,deluxe,0.9917,61.46,55.87,67.01
2018-10-11,NE,"",,Bob Krist,D,false,deluxe,0.0083,38.54,32.99,44.13
2018-10-11,NH,"",,Chris Sununu,R,true,deluxe,0.9514,55.76,50.39,61.05
2018-10-11,NH,"",,Molly Kelly,D,false,deluxe,0.0486,41.96,36.63,47.32
2018-10-11,NH,"",,Jilletta Jarvis,L,false,deluxe,0.0,2.28,0.63,4.37
2018-10-11,NM,"",,Michelle Lujan Grisham,D,false,deluxe,0.8636,53.62,49.37,57.93
2018-10-11,NM,"",,Steve Pearce,R,false,deluxe,0.1364,46.38,42.07,50.63
2018-10-11,NV,"",,Steve Sisolak,D,false,deluxe,0.5321,48.82,44.27,53.34
2018-10-11,NV,"",,Adam Laxalt,R,false,deluxe,0.4679,48.26,43.73,52.78
2018-10-11,NV,"",,Others,,false,deluxe,0.0,2.93,0.9,5.43
2018-10-11,NY,"",,Andrew Cuomo,D,true,deluxe,0.9974,59.38,54.37,64.3
2018-10-11,NY,"",,Marc Molinaro,R,false,deluxe,0.0026,36.61,31.62,41.57
2018-10-11,NY,"",,Others,,false,deluxe,0.0,4.01,1.41,7.19
2018-10-11,OH,"",,Mike DeWine,R,false,deluxe,0.5787,49.64,45.3,53.95
2018-10-11,OH,"",,Richard Cordray,D,false,deluxe,0.4213,48.36,44.01,52.7
2018-10-11,OH,"",,Others,,false,deluxe,0.0,2.0,0.52,3.93
2018-10-11,OK,"",,Kevin Stitt,R,false,deluxe,0.8167,52.25,47.56,56.97
2018-10-11,OK,"",,Drew Edmondson,D,false,deluxe,0.1833,45.93,41.21,50.58
2018-10-11,OK,"",,Chris Powell,L,false,deluxe,0.0,1.83,0.45,3.6
2018-10-11,OR,"",,Kate Brown,D,true,deluxe,0.8789,51.6,46.43,56.71
2018-10-11,OR,"",,Knute Buehler,R,false,deluxe,0.1211,42.94,37.82,48.04
2018-10-11,OR,"",,Others,,false,deluxe,0.0,5.46,2.22,9.3
2018-10-11,PA,"",,Tom Wolf,D,true,deluxe,0.9916,57.0,52.85,61.14
2018-10-11,PA,"",,Scott Wagner,R,false,deluxe,0.0084,40.95,36.79,45.08
2018-10-11,PA,"",,Others,,false,deluxe,0.0,2.06,0.55,4.0
2018-10-11,RI,"",,Gina Raimondo,D,true,deluxe,0.9401,53.91,47.21,60.55
2018-10-11,RI,"",,Allan Fung,R,false,deluxe,0.0599,38.56,31.83,45.11
2018-10-11,RI,"",,Others,,false,deluxe,0.0,7.53,3.49,12.19
2018-10-11,SC,"",,Henry McMaster,R,true,deluxe,0.9791,57.23,52.87,61.54
2018-10-11,SC,"",,James Smith,D,false,deluxe,0.0209,42.77,38.46,47.13
2018-10-11,SD,"",,Kristi Noem,R,false,deluxe,0.8514,53.47,47.66,59.25
2018-10-11,SD,"",,Billie Sutton,D,false,deluxe,0.1486,44.32,38.53,50.08
2018-10-11,SD,"",,Kurt Evans,L,false,deluxe,0.0,2.21,0.6,4.25
2018-10-11,TN,"",,Bill Lee,R,false,deluxe,0.9637,53.3,48.35,58.14
2018-10-11,TN,"",,Karl Dean,D,false,deluxe,0.0363,40.52,35.56,45.37
2018-10-11,TN,"",,Others,,false,deluxe,0.0,6.18,2.65,10.33
2018-10-11,TX,"",,Greg Abbott,R,true,deluxe,0.996,58.41,54.17,62.67
2018-10-11,TX,"",,Lupe Valdez,D,false,deluxe,0.004,39.74,35.49,43.97
2018-10-11,TX,"",,Mark Tippetts,L,false,deluxe,0.0,1.85,0.46,3.63
2018-10-11,VT,"",,Phil Scott,R,true,deluxe,0.9765,54.95,49.23,60.59
2018-10-11,VT,"",,Christine Hallquist,D,false,deluxe,0.0235,38.24,32.5,43.88
2018-10-11,VT,"",,Others,,false,deluxe,0.0,6.81,3.04,11.22
2018-10-11,WI,"",,Tony Evers,D,false,deluxe,0.5888,49.12,44.13,54.09
2018-10-11,WI,"",,Scott Walker,R,true,deluxe,0.4112,47.48,42.47,52.43
2018-10-11,WI,"",,Others,,false,deluxe,0.0,3.4,1.12,6.22
2018-10-11,WY,"",,Mark Gordon,R,false,deluxe,0.9933,60.13,53.97,66.13
2018-10-11,WY,"",,Mary Throne,D,false,deluxe,0.0067,35.32,29.24,41.4
2018-10-11,WY,"",,Others,,false,deluxe,0.0,4.55,1.69,8.02
2018-10-12,AK,"",,Mike Dunleavy,R,false,deluxe,0.7988,40.28,33.16,47.49
2018-10-12,AK,"",,Mark Begich,D,false,deluxe,0.1583,29.91,21.17,38.5
2018-10-12,AK,"",,Bill Walker,U,true,deluxe,0.0429,26.67,20.07,33.44
2018-10-12,AK,"",,Others,,false,deluxe,0.0,3.15,0.99,5.81
2018-10-12,AL,"",,Kay Ivey,R,true,deluxe,0.9915,59.34,54.69,63.96
2018-10-12,AL,"",,Walt Maddox,D,false,deluxe,0.0085,40.66,36.04,45.31
2018-10-12,AR,"",,Asa Hutchinson,R,true,deluxe,0.9994,63.88,58.6,69.11
2018-10-12,AR,"",,Jared Henderson,D,false,deluxe,0.0006,33.66,28.48,38.88
2018-10-12,AR,"",,Mark West,L,false,deluxe,0.0,2.46,0.7,4.68
2018-10-12,AZ,"",,Doug Ducey,R,true,deluxe,0.955,54.81,50.37,59.22
2018-10-12,AZ,"",,David Garcia,D,false,deluxe,0.045,43.08,38.63,47.5
2018-10-12,AZ,"",,Angel Torres,G,false,deluxe,0.0,2.11,0.56,4.07
2018-10-12,CA,"",,Gavin Newsom,D,false,deluxe,0.9885,59.69,54.58,64.81
2018-10-12,CA,"",,John Cox,R,false,deluxe,0.0115,40.31,35.19,45.42
2018-10-12,CO,"",,Jared Polis,D,false,deluxe,0.8915,53.32,48.31,58.34
2018-10-12,CO,"",,Walker Stapleton,R,false,deluxe,0.1085,44.0,38.96,49.0
2018-10-12,CO,"",,Others,,false,deluxe,0.0,2.69,0.8,5.06
2018-10-12,CT,"",,Ned Lamont,D,false,deluxe,0.8304,52.05,47.41,56.61
2018-10-12,CT,"",,Bob Stefanowski,R,false,deluxe,0.1696,45.47,40.87,50.07
2018-10-12,CT,"",,Others,,false,deluxe,0.0,2.48,0.71,4.7
2018-10-12,FL,"",,Andrew Gillum,D,false,deluxe,0.6922,50.22,46.05,54.32
2018-10-12,FL,"",,Ron DeSantis,R,false,deluxe,0.3078,47.2,43.05,51.36
2018-10-12,FL,"",,Others,,false,deluxe,0.0,2.58,0.75,4.89
2018-10-12,GA,"",,Brian Kemp,R,false,deluxe,0.5751,49.73,45.91,53.53
2018-10-12,GA,"",,Stacey Abrams,D,false,deluxe,0.4249,49.02,45.18,52.81
2018-10-12,GA,"",,Ted Metz,L,false,deluxe,0.0,1.26,0.27,2.56
2018-10-12,HI,"",,David Ige,D,true,deluxe,0.999,64.52,58.74,70.25
2018-10-12,HI,"",,Andria Tupola,R,false,deluxe,0.001,32.95,27.22,38.72
2018-10-12,HI,"",,Others,,false,deluxe,0.0,2.53,0.74,4.78
2018-10-12,IA,"",,Fred Hubbell,D,false,deluxe,0.7551,51.12,45.77,56.48
2018-10-12,IA,"",,Kim Reynolds,R,true,deluxe,0.2449,45.72,40.34,51.05
2018-10-12,IA,"",,Others,,false,deluxe,0.0,3.16,1.0,5.8
2018-10-12,ID,"",,Brad Little,R,false,deluxe,0.972,55.45,49.45,61.41
2018-10-12,ID,"",,Paulette Jordan,D,false,deluxe,0.028,38.06,32.0,44.04
2018-10-12,ID,"",,Others,,false,deluxe,0.0,6.48,2.84,10.73
2018-10-12,IL,"",,JB Pritzker,D,false,deluxe,0.9203,53.76,47.68,59.8
2018-10-12,IL,"",,Bruce Rauner,R,true,deluxe,0.0797,41.16,35.07,47.14
2018-10-12,IL,"",,Others,,false,deluxe,0.0,5.07,1.98,8.73
2018-10-12,KS,"",,Kris Kobach,R,false,deluxe,0.6556,45.49,40.02,50.97
2018-10-12,KS,"",,Laura Kelly,D,false,deluxe,0.344,42.75,37.16,48.14
2018-10-12,KS,"",,Greg Orman,I,false,deluxe,0.0004,9.89,5.14,15.23
2018-10-12,KS,"",,Others,,false,deluxe,0.0,1.86,0.47,3.66
2018-10-12,MA,"",,Charlie Baker,R,true,deluxe,0.9983,64.67,58.97,70.33
2018-10-12,MA,"",,Jay Gonzalez,D,false,deluxe,0.0017,35.33,29.67,41.03
2018-10-12,MD,"",,Larry Hogan,R,true,deluxe,0.9844,56.34,51.69,60.97
2018-10-12,MD,"",,Ben Jealous,D,false,deluxe,0.0156,40.68,36.01,45.28
